county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Sacramento,959,36,18,1,4/22/2020
Sacramento,978,41,19,5,4/23/2020
Sacramento,1009,41,31,0,4/24/2020
Sacramento,1015,41,6,0,4/25/2020
Sacramento,1027,41,12,0,4/26/2020
Sacramento,1035,41,8,0,4/27/2020
Sacramento,1044,41,9,0,4/28/2020
Sacramento,1055,42,11,1,4/29/2020
Sacramento,1071,43,16,1,4/30/2020
Sacramento,1081,43,10,0,5/1/2020
Sacramento,1097,43,16,0,5/2/2020
Sacramento,1109,43,12,0,5/3/2020
Sacramento,1119,47,10,4,5/4/2020
Sacramento,1125,47,6,0,5/5/2020
Sacramento,1135,48,10,1,5/6/2020
Sacramento,1139,49,4,1,5/7/2020
Sacramento,1145,51,6,2,5/8/2020
Sacramento,1150,52,5,1,5/9/2020
Sacramento,1152,52,2,0,5/10/2020
Sacramento,1160,52,8,0,5/11/2020
Sacramento,1166,52,6,0,5/12/2020
Sacramento,1173,52,7,0,5/13/2020
Sacramento,1181,54,8,2,5/14/2020
Sacramento,1203,55,22,1,5/15/2020
Sacramento,1209,55,6,0,5/16/2020
Sacramento,1224,55,15,0,5/17/2020
Sacramento,1233,56,9,1,5/18/2020
Sacramento,1239,57,6,1,5/19/2020
Sacramento,1244,57,5,0,5/20/2020
Sacramento,1258,57,14,0,5/21/2020
Sacramento,1262,57,4,0,5/22/2020
Sacramento,1275,57,13,0,5/23/2020
Sacramento,1283,57,8,0,5/24/2020
Sacramento,1290,57,7,0,5/25/2020
Sacramento,1298,57,8,0,5/26/2020
Sacramento,1318,57,20,0,5/27/2020
Sacramento,1339,57,21,0,5/28/2020
Sacramento,1360,57,21,0,5/29/2020
Sacramento,1384,57,24,0,5/30/2020
Sacramento,1398,57,14,0,5/31/2020
Sacramento,1415,58,17,1,6/1/2020
Sacramento,1428,58,13,0,6/2/2020
Sacramento,1457,58,29,0,6/3/2020
Sacramento,1492,58,35,0,6/4/2020
Sacramento,1514,59,22,1,6/5/2020
Sacramento,1533,59,19,0,6/6/2020
Sacramento,1568,59,35,0,6/7/2020
Sacramento,1591,61,23,2,6/8/2020
Sacramento,1625,61,34,0,6/9/2020
Sacramento,1643,62,18,1,6/10/2020
Sacramento,1669,63,26,1,6/11/2020
Sacramento,1702,63,33,0,6/12/2020
Sacramento,1713,63,11,0,6/13/2020
Sacramento,1750,63,37,0,6/14/2020
Sacramento,1791,63,41,0,6/15/2020
Sacramento,1825,63,34,0,6/16/2020
Sacramento,1889,67,64,4,6/17/2020
Sacramento,1938,67,49,0,6/18/2020
Sacramento,1976,67,38,0,6/19/2020
Sacramento,2069,67,93,0,6/20/2020
Sacramento,2156,67,87,0,6/21/2020
Sacramento,2243,66,87,-1,6/22/2020
Sacramento,2374,66,131,0,6/23/2020
Sacramento,2446,66,72,0,6/24/2020
Sacramento,2532,66,86,0,6/25/2020
Sacramento,2709,66,177,0,6/26/2020
Sacramento,2762,66,53,0,6/27/2020
Sacramento,2905,66,143,0,6/28/2020
Sacramento,3202,68,297,2,6/29/2020
Sacramento,3362,68,160,0,6/30/2020
Sacramento,3424,68,62,0,7/1/2020
Sacramento,3587,69,163,1,7/2/2020
Sacramento,3711,69,124,0,7/3/2020
Sacramento,4039,69,328,0,7/4/2020
Sacramento,4265,69,226,0,7/5/2020
Sacramento,4420,74,155,5,7/6/2020
Sacramento,4592,76,172,2,7/7/2020
Sacramento,4799,78,207,2,7/8/2020
Sacramento,4950,78,151,0,7/9/2020
Sacramento,5181,79,231,1,7/10/2020
Sacramento,5367,79,186,0,7/11/2020
Sacramento,5515,79,148,0,7/12/2020
Sacramento,5747,83,232,4,7/13/2020
Sacramento,5978,91,231,8,7/14/2020
Sacramento,6217,92,239,1,7/15/2020
Sacramento,6440,94,223,2,7/16/2020
Sacramento,6563,95,123,1,7/17/2020
Sacramento,6739,95,176,0,7/18/2020
Sacramento,6985,95,246,0,7/19/2020
Sacramento,7369,96,384,1,7/20/2020
Sacramento,7789,96,420,0,7/21/2020
Sacramento,8028,96,239,0,7/22/2020
Sacramento,8222,98,194,2,7/23/2020
Sacramento,8570,103,348,5,7/24/2020
Sacramento,8674,103,104,0,7/25/2020
Sacramento,8972,103,298,0,7/26/2020
Sacramento,9091,114,119,11,7/27/2020
Sacramento,9429,121,338,7,7/28/2020
Sacramento,9538,126,109,5,7/29/2020
Sacramento,9704,127,166,1,7/30/2020
Sacramento,9872,133,168,6,7/31/2020
Sacramento,10044,133,172,0,8/1/2020
Sacramento,10099,133,55,0,8/2/2020
Sacramento,10143,145,44,12,8/3/2020
Sacramento,10205,148,62,3,8/4/2020
Sacramento,10261,153,56,5,8/5/2020
Sacramento,10548,155,287,2,8/6/2020
Sacramento,10798,155,250,0,8/7/2020
Sacramento,11144,155,346,0,8/8/2020
Sacramento,11301,155,157,0,8/9/2020
Sacramento,12059,177,758,22,8/10/2020
Sacramento,12298,179,239,2,8/11/2020
Sacramento,12528,186,230,7,8/12/2020
Sacramento,13237,194,709,8,8/13/2020
Sacramento,13645,199,408,5,8/14/2020
Sacramento,14018,199,373,0,8/15/2020
Sacramento,14210,199,192,0,8/16/2020
Sacramento,14333,218,123,19,8/17/2020
Sacramento,14610,219,277,1,8/18/2020
Sacramento,14764,230,154,11,8/19/2020
Sacramento,14992,230,228,0,8/20/2020
Sacramento,15247,234,255,4,8/21/2020
Sacramento,15516,234,269,0,8/22/2020
Sacramento,16084,234,568,0,8/23/2020
Sacramento,16318,246,234,12,8/24/2020
Sacramento,16601,252,283,6,8/25/2020
Sacramento,16708,259,107,7,8/26/2020
Sacramento,16875,265,167,6,8/27/2020
Sacramento,17119,274,244,9,8/28/2020
Sacramento,17588,274,469,0,8/29/2020
Sacramento,17751,274,163,0,8/30/2020
Sacramento,17999,293,248,19,8/31/2020
Sacramento,18217,293,218,0,9/1/2020
Sacramento,18355,304,138,11,9/2/2020
Sacramento,18553,317,198,13,9/3/2020
Sacramento,18765,327,212,10,9/4/2020
Sacramento,18955,327,190,0,9/5/2020
Sacramento,19128,327,173,0,9/6/2020
Sacramento,19292,327,164,0,9/7/2020
Sacramento,19411,334,119,7,9/8/2020
Sacramento,19474,339,63,5,9/9/2020
Sacramento,19618,346,144,7,9/10/2020
Sacramento,20012,346,394,0,9/11/2020
Sacramento,20184,346,172,0,9/12/2020
Sacramento,20279,350,95,4,9/13/2020
Sacramento,20377,356,98,6,9/14/2020
Sacramento,20487,358,110,2,9/15/2020
Sacramento,20610,364,123,6,9/16/2020
Sacramento,20895,371,285,7,9/17/2020
Sacramento,21105,375,210,4,9/18/2020
Sacramento,21297,375,192,0,9/19/2020
Sacramento,21394,375,97,0,9/20/2020
Sacramento,21568,383,174,8,9/21/2020
Sacramento,21745,393,177,10,9/22/2020
Sacramento,21821,399,76,6,9/23/2020
Sacramento,21985,399,164,0,9/24/2020
Sacramento,22132,406,147,7,9/25/2020
Sacramento,22269,406,137,0,9/26/2020
Sacramento,22356,406,87,0,9/27/2020
Sacramento,22392,412,36,6,9/28/2020
Sacramento,22547,416,155,4,9/29/2020
Sacramento,22613,416,66,0,9/30/2020
Sacramento,22714,426,101,10,10/1/2020
Sacramento,22818,430,104,4,10/2/2020
Sacramento,23076,430,258,0,10/3/2020
Sacramento,23162,430,86,0,10/4/2020
Sacramento,23207,432,45,2,10/5/2020
Sacramento,23322,437,115,5,10/6/2020
Sacramento,23380,445,58,8,10/7/2020
Sacramento,23482,447,102,2,10/8/2020
Sacramento,23606,450,124,3,10/9/2020
Sacramento,23689,450,83,0,10/10/2020
Sacramento,23778,450,89,0,10/11/2020
Sacramento,23807,450,29,0,10/12/2020
Sacramento,23930,458,123,8,10/13/2020
Sacramento,24013,462,83,4,10/14/2020
Sacramento,24068,464,55,2,10/15/2020
Sacramento,24144,468,76,4,10/16/2020
Sacramento,24304,468,160,0,10/17/2020
Sacramento,24425,468,121,0,10/18/2020
Sacramento,24542,471,117,3,10/19/2020
Sacramento,24767,474,225,3,10/20/2020
Sacramento,24908,480,141,6,10/21/2020
Sacramento,25054,482,146,2,10/22/2020
Sacramento,25224,484,170,2,10/23/2020
Sacramento,25372,484,148,0,10/24/2020
Sacramento,25445,484,73,0,10/25/2020
Sacramento,25555,491,110,7,10/26/2020
Sacramento,25701,496,146,5,10/27/2020
Sacramento,25838,499,137,3,10/28/2020
Sacramento,25978,500,140,1,10/29/2020
Sacramento,26147,500,169,0,10/30/2020
Sacramento,26316,500,169,0,10/31/2020
Sacramento,26442,500,126,0,11/1/2020
Sacramento,26676,500,234,0,11/2/2020
Sacramento,26841,504,165,4,11/3/2020
Sacramento,27005,506,164,2,11/4/2020
Sacramento,27232,506,227,0,11/5/2020
Sacramento,27489,508,257,2,11/6/2020
Sacramento,27773,508,284,0,11/7/2020
Sacramento,28059,508,286,0,11/8/2020
Sacramento,28200,513,141,5,11/9/2020
Sacramento,28677,514,477,1,11/10/2020
Sacramento,28968,514,291,0,11/11/2020
Sacramento,29459,517,491,3,11/12/2020
Sacramento,29787,517,328,0,11/13/2020
Sacramento,30298,520,511,3,11/14/2020
Merced,0,0,0,0,3/18/2020
Merced,0,0,0,0,3/19/2020
Merced,0,0,0,0,3/20/2020
Merced,0,0,0,0,3/21/2020
Merced,0,0,0,0,3/22/2020
Merced,0,0,0,0,3/23/2020
Merced,0,0,0,0,3/24/2020
Merced,0,0,0,0,3/25/2020
Merced,1,0,1,0,3/26/2020
Merced,3,0,2,0,3/27/2020
Merced,4,0,1,0,3/28/2020
Merced,4,0,0,0,3/29/2020
Merced,6,0,2,0,3/30/2020
Merced,6,0,0,0,3/31/2020
Merced,7,0,1,0,4/1/2020
Merced,9,0,2,0,4/2/2020
Merced,9,0,0,0,4/3/2020
Merced,11,0,2,0,4/4/2020
Merced,16,0,5,0,4/5/2020
Merced,25,1,9,1,4/6/2020
Merced,27,1,2,0,4/7/2020
Merced,35,1,8,0,4/8/2020
Merced,41,3,6,2,4/9/2020
Merced,56,3,15,0,4/10/2020
Merced,59,3,3,0,4/11/2020
Merced,58,3,-1,0,4/12/2020
Merced,60,3,2,0,4/13/2020
Merced,61,3,1,0,4/14/2020
Merced,74,3,13,0,4/15/2020
Merced,76,3,2,0,4/16/2020
Merced,80,3,4,0,4/17/2020
Merced,82,3,2,0,4/18/2020
Merced,85,3,3,0,4/19/2020
Merced,88,3,3,0,4/20/2020
Merced,89,3,1,0,4/21/2020
Merced,92,3,3,0,4/22/2020
Merced,98,3,6,0,4/23/2020
Merced,102,3,4,0,4/24/2020
Merced,103,3,1,0,4/25/2020
Merced,104,3,1,0,4/26/2020
Merced,108,3,4,0,4/27/2020
Merced,108,3,0,0,4/28/2020
Merced,116,3,8,0,4/29/2020
Merced,122,3,6,0,4/30/2020
Merced,131,3,9,0,5/1/2020
Merced,131,3,0,0,5/2/2020
Merced,134,3,3,0,5/3/2020
Merced,138,3,4,0,5/4/2020
Merced,141,3,3,0,5/5/2020
Merced,140,3,-1,0,5/6/2020
Merced,146,3,6,0,5/7/2020
Merced,151,3,5,0,5/8/2020
Merced,153,3,2,0,5/9/2020
Merced,154,3,1,0,5/10/2020
Merced,158,3,4,0,5/11/2020
Merced,175,4,17,1,5/12/2020
Merced,176,4,1,0,5/13/2020
Merced,182,4,6,0,5/14/2020
Merced,191,6,9,2,5/15/2020
Merced,201,6,10,0,5/16/2020
Merced,214,6,13,0,5/17/2020
Merced,217,6,3,0,5/18/2020
Merced,222,6,5,0,5/19/2020
Merced,225,6,3,0,5/20/2020
Merced,226,6,1,0,5/21/2020
Merced,233,6,7,0,5/22/2020
Merced,247,6,14,0,5/23/2020
Merced,258,6,11,0,5/24/2020
Merced,262,6,4,0,5/25/2020
Merced,266,7,4,1,5/26/2020
Merced,278,7,12,0,5/27/2020
Merced,283,7,5,0,5/28/2020
Merced,285,7,2,0,5/29/2020
Merced,285,7,0,0,5/30/2020
Merced,288,7,3,0,5/31/2020
Merced,289,7,1,0,6/1/2020
Merced,297,7,8,0,6/2/2020
Merced,299,7,2,0,6/3/2020
Merced,304,7,5,0,6/4/2020
Merced,309,7,5,0,6/5/2020
Merced,315,7,6,0,6/6/2020
Merced,318,7,3,0,6/7/2020
Merced,331,7,13,0,6/8/2020
Merced,349,7,18,0,6/9/2020
Merced,370,7,21,0,6/10/2020
Merced,370,7,0,0,6/11/2020
Merced,372,7,2,0,6/12/2020
Merced,376,7,4,0,6/13/2020
Merced,403,7,27,0,6/14/2020
Merced,414,7,11,0,6/15/2020
Merced,436,7,22,0,6/16/2020
Merced,460,8,24,1,6/17/2020
Merced,486,8,26,0,6/18/2020
Merced,529,8,43,0,6/19/2020
Merced,566,8,37,0,6/20/2020
Merced,577,8,11,0,6/21/2020
Merced,619,9,42,1,6/22/2020
Merced,656,9,37,0,6/23/2020
Merced,696,10,40,1,6/24/2020
Merced,754,11,58,1,6/25/2020
Merced,808,11,54,0,6/26/2020
Merced,824,11,16,0,6/27/2020
Merced,862,11,38,0,6/28/2020
Merced,949,11,87,0,6/29/2020
Merced,1023,11,74,0,6/30/2020
Merced,1057,11,34,0,7/1/2020
Merced,1122,11,65,0,7/2/2020
Merced,1188,11,66,0,7/3/2020
Merced,1252,11,64,0,7/4/2020
Merced,1340,11,88,0,7/5/2020
Merced,1396,11,56,0,7/6/2020
Merced,1531,11,135,0,7/7/2020
Merced,1578,12,47,1,7/8/2020
Merced,1728,12,150,0,7/9/2020
Merced,1802,12,74,0,7/10/2020
Merced,1851,12,49,0,7/11/2020
Merced,1908,12,57,0,7/12/2020
Merced,2007,12,99,0,7/13/2020
Merced,2084,13,77,1,7/14/2020
Merced,2156,15,72,2,7/15/2020
Merced,2228,15,72,0,7/16/2020
Merced,2328,15,100,0,7/17/2020
Merced,2424,15,96,0,7/18/2020
Merced,2460,15,36,0,7/19/2020
Merced,2584,22,124,7,7/20/2020
Merced,2725,22,141,0,7/21/2020
Merced,2828,26,103,4,7/22/2020
Merced,2972,27,144,1,7/23/2020
Merced,3100,27,128,0,7/24/2020
Merced,3176,27,76,0,7/25/2020
Merced,3251,27,75,0,7/26/2020
Merced,3292,27,41,0,7/27/2020
Merced,3446,29,154,2,7/28/2020
Merced,3605,35,159,6,7/29/2020
Merced,3695,39,90,4,7/30/2020
Merced,3789,50,94,11,7/31/2020
Merced,3972,50,183,0,8/1/2020
Merced,4011,50,39,0,8/2/2020
Merced,4028,50,17,0,8/3/2020
Merced,4085,51,57,1,8/4/2020
Merced,4119,60,34,9,8/5/2020
Merced,4235,62,116,2,8/6/2020
Merced,4358,64,123,2,8/7/2020
Merced,4570,64,212,0,8/8/2020
Merced,4735,64,165,0,8/9/2020
Merced,4913,70,178,6,8/10/2020
Merced,5322,74,409,4,8/11/2020
Merced,5777,74,455,0,8/12/2020
Merced,5945,89,168,15,8/13/2020
Merced,6466,89,521,0,8/14/2020
Merced,6656,89,190,0,8/15/2020
Merced,6744,89,88,0,8/16/2020
Merced,6814,93,70,4,8/17/2020
Merced,6940,95,126,2,8/18/2020
Merced,7082,97,142,2,8/19/2020
Merced,7173,99,91,2,8/20/2020
Merced,7357,99,184,0,8/21/2020
Merced,7493,99,136,0,8/22/2020
Merced,7574,99,81,0,8/23/2020
Merced,7605,106,31,7,8/24/2020
Merced,7693,110,88,4,8/25/2020
Merced,7720,112,27,2,8/26/2020
Merced,7765,114,45,2,8/27/2020
Merced,7803,115,38,1,8/28/2020
Merced,7867,115,64,0,8/29/2020
Merced,7960,115,93,0,8/30/2020
Merced,7991,117,31,2,8/31/2020
Merced,8046,118,55,1,9/1/2020
Merced,8097,119,51,1,9/2/2020
Merced,8136,120,39,1,9/3/2020
Merced,8214,120,78,0,9/4/2020
Merced,8297,120,83,0,9/5/2020
Merced,8327,120,30,0,9/6/2020
Merced,8381,120,54,0,9/7/2020
Merced,8381,123,0,3,9/8/2020
Merced,8441,125,60,2,9/9/2020
Merced,8461,126,20,1,9/10/2020
Merced,8489,127,28,1,9/11/2020
Merced,8533,127,44,0,9/12/2020
Merced,8575,127,42,0,9/13/2020
Merced,8593,129,18,2,9/14/2020
Merced,8633,131,40,2,9/15/2020
Merced,8646,131,13,0,9/16/2020
Merced,8671,133,25,2,9/17/2020
Merced,8691,134,20,1,9/18/2020
Merced,8717,134,26,0,9/19/2020
Merced,8745,134,28,0,9/20/2020
Merced,8749,137,4,3,9/21/2020
Merced,8769,140,20,3,9/22/2020
Merced,8785,140,16,0,9/23/2020
Merced,8813,140,28,0,9/24/2020
Merced,8830,142,17,2,9/25/2020
Merced,8841,142,11,0,9/26/2020
Merced,8853,142,12,0,9/27/2020
Merced,8869,143,16,1,9/28/2020
Merced,8892,143,23,0,9/29/2020
Merced,8926,145,34,2,9/30/2020
Merced,8942,145,16,0,10/1/2020
Merced,8961,145,19,0,10/2/2020
Merced,8986,145,25,0,10/3/2020
Merced,9006,145,20,0,10/4/2020
Merced,9021,148,15,3,10/5/2020
Merced,9034,149,13,1,10/6/2020
Merced,9045,149,11,0,10/7/2020
Merced,9069,150,24,1,10/8/2020
Merced,9095,150,26,0,10/9/2020
Merced,9105,150,10,0,10/10/2020
Merced,9124,150,19,0,10/11/2020
Merced,9141,150,17,0,10/12/2020
Merced,9181,152,40,2,10/13/2020
Merced,9201,152,20,0,10/14/2020
Merced,9213,152,12,0,10/15/2020
Merced,9246,152,33,0,10/16/2020
Merced,9275,152,29,0,10/17/2020
Merced,9292,152,17,0,10/18/2020
Merced,9305,152,13,0,10/19/2020
Merced,9323,153,18,1,10/20/2020
Merced,9319,154,-4,1,10/21/2020
Merced,9323,154,4,0,10/22/2020
Merced,9327,155,4,1,10/23/2020
Merced,9351,155,24,0,10/24/2020
Merced,9352,155,1,0,10/25/2020
Merced,9375,155,23,0,10/26/2020
Merced,9449,155,74,0,10/27/2020
Merced,9480,155,31,0,10/28/2020
Merced,9496,155,16,0,10/29/2020
Merced,9539,156,43,1,10/30/2020
Merced,9597,156,58,0,10/31/2020
Merced,9626,156,29,0,11/1/2020
Merced,9664,158,38,2,11/2/2020
Merced,9713,160,49,2,11/3/2020
Merced,9717,161,4,1,11/4/2020
Merced,9753,163,36,2,11/5/2020
Merced,9778,164,25,1,11/6/2020
Merced,9847,164,69,0,11/7/2020
Merced,9885,164,38,0,11/8/2020
Merced,9922,164,37,0,11/9/2020
Merced,9992,164,70,0,11/10/2020
Merced,10074,164,82,0,11/11/2020
Merced,10107,166,33,2,11/12/2020
Merced,10185,169,78,3,11/13/2020
Merced,10286,169,101,0,11/14/2020
Kings,0,0,0,0,3/18/2020
Kings,0,0,0,0,3/19/2020
Kings,0,0,0,0,3/20/2020
Kings,0,0,0,0,3/21/2020
Kings,0,0,0,0,3/22/2020
Kings,0,0,0,0,3/23/2020
Kings,0,0,0,0,3/24/2020
Kings,0,0,0,0,3/25/2020
Kings,0,0,0,0,3/26/2020
Kings,0,0,0,0,3/27/2020
Kings,1,0,1,0,3/28/2020
Kings,1,0,0,0,3/29/2020
Kings,1,0,0,0,3/30/2020
Kings,2,0,1,0,3/31/2020
Kings,3,0,1,0,4/1/2020
Kings,3,0,0,0,4/2/2020
Kings,3,0,0,0,4/3/2020
Kings,3,0,0,0,4/4/2020
Kings,4,0,1,0,4/5/2020
Kings,3,0,-1,0,4/6/2020
Kings,5,0,2,0,4/7/2020
Kings,5,0,0,0,4/8/2020
Kings,5,0,0,0,4/9/2020
Kings,7,0,2,0,4/10/2020
Kings,9,0,2,0,4/11/2020
Kings,9,0,0,0,4/12/2020
Kings,10,0,1,0,4/13/2020
Kings,12,0,2,0,4/14/2020
Kings,12,1,0,1,4/15/2020
Kings,12,1,0,0,4/16/2020
Kings,15,1,3,0,4/17/2020
Kings,17,1,2,0,4/18/2020
Kings,17,1,0,0,4/19/2020
Kings,19,1,2,0,4/20/2020
Kings,28,1,9,0,4/21/2020
Kings,28,1,0,0,4/22/2020
Kings,28,1,0,0,4/23/2020
Kings,30,1,2,0,4/24/2020
Kings,33,1,3,0,4/25/2020
Kings,33,1,0,0,4/26/2020
Kings,48,1,15,0,4/27/2020
Kings,57,1,9,0,4/28/2020
Kings,80,1,23,0,4/29/2020
Kings,87,1,7,0,4/30/2020
Kings,112,1,25,0,5/1/2020
Kings,120,1,8,0,5/2/2020
Kings,137,1,17,0,5/3/2020
Kings,153,1,16,0,5/4/2020
Kings,187,1,34,0,5/5/2020
Kings,208,1,21,0,5/6/2020
Kings,219,1,11,0,5/7/2020
Kings,236,1,17,0,5/8/2020
Kings,264,1,28,0,5/9/2020
Kings,266,1,2,0,5/10/2020
Kings,289,1,23,0,5/11/2020
Kings,302,1,13,0,5/12/2020
Kings,314,1,12,0,5/13/2020
Kings,342,1,28,0,5/14/2020
Kings,347,1,5,0,5/15/2020
Kings,356,2,9,1,5/16/2020
Kings,356,2,0,0,5/17/2020
Kings,381,2,25,0,5/18/2020
Kings,393,2,12,0,5/19/2020
Kings,403,2,10,0,5/20/2020
Kings,417,2,14,0,5/21/2020
Kings,428,2,11,0,5/22/2020
Kings,444,2,16,0,5/23/2020
Kings,446,2,2,0,5/24/2020
Kings,447,2,1,0,5/25/2020
Kings,449,2,2,0,5/26/2020
Kings,586,3,137,1,5/27/2020
Kings,626,3,40,0,5/28/2020
Kings,693,3,67,0,5/29/2020
Kings,703,3,10,0,5/30/2020
Kings,703,5,0,2,5/31/2020
Kings,703,5,0,0,6/1/2020
Kings,720,5,17,0,6/2/2020
Kings,744,6,24,1,6/3/2020
Kings,842,6,98,0,6/4/2020
Kings,865,6,23,0,6/5/2020
Kings,882,6,17,0,6/6/2020
Kings,882,6,0,0,6/7/2020
Kings,892,6,10,0,6/8/2020
Kings,934,6,42,0,6/9/2020
Kings,952,6,18,0,6/10/2020
Kings,963,6,11,0,6/11/2020
Kings,987,6,24,0,6/12/2020
Kings,1023,6,36,0,6/13/2020
Kings,1022,6,-1,0,6/14/2020
Kings,1022,6,0,0,6/15/2020
Kings,1044,8,22,2,6/16/2020
Kings,1097,9,53,1,6/17/2020
Kings,1141,10,44,1,6/18/2020
Kings,1285,10,144,0,6/19/2020
Kings,1331,12,46,2,6/20/2020
Kings,1334,14,3,2,6/21/2020
Kings,1513,18,179,4,6/22/2020
Kings,1727,18,214,0,6/23/2020
Kings,2063,20,336,2,6/24/2020
Kings,2113,21,50,1,6/25/2020
Kings,2180,21,67,0,6/26/2020
Kings,2225,22,45,1,6/27/2020
Kings,2251,24,26,2,6/28/2020
Kings,2318,28,67,4,6/29/2020
Kings,2344,30,26,2,6/30/2020
Kings,2370,30,26,0,7/1/2020
Kings,2419,33,49,3,7/2/2020
Kings,2492,33,73,0,7/3/2020
Kings,2509,33,17,0,7/4/2020
Kings,2546,33,37,0,7/5/2020
Kings,2583,37,37,4,7/6/2020
Kings,2623,37,40,0,7/7/2020
Kings,2629,38,6,1,7/8/2020
Kings,2686,39,57,1,7/9/2020
Kings,2707,39,21,0,7/10/2020
Kings,2753,39,46,0,7/11/2020
Kings,2779,39,26,0,7/12/2020
Kings,2824,40,45,1,7/13/2020
Kings,2867,40,43,0,7/14/2020
Kings,2906,40,39,0,7/15/2020
Kings,2937,41,31,1,7/16/2020
Kings,2978,41,41,0,7/17/2020
Kings,2996,41,18,0,7/18/2020
Kings,3035,41,39,0,7/19/2020
Kings,3093,42,58,1,7/20/2020
Kings,3187,42,94,0,7/21/2020
Kings,3271,45,84,3,7/22/2020
Kings,3371,45,100,0,7/23/2020
Kings,3471,45,100,0,7/24/2020
Kings,3516,45,45,0,7/25/2020
Kings,3591,47,75,2,7/26/2020
Kings,3685,49,94,2,7/27/2020
Kings,3721,50,36,1,7/28/2020
Kings,3755,50,34,0,7/29/2020
Kings,3785,54,30,4,7/30/2020
Kings,3807,56,22,2,7/31/2020
Kings,3948,56,141,0,8/1/2020
Kings,3964,56,16,0,8/2/2020
Kings,4107,56,143,0,8/3/2020
Kings,4163,56,56,0,8/4/2020
Kings,4192,56,29,0,8/5/2020
Kings,4264,56,72,0,8/6/2020
Kings,4315,56,51,0,8/7/2020
Kings,4367,56,52,0,8/8/2020
Kings,4446,56,79,0,8/9/2020
Kings,4588,56,142,0,8/10/2020
Kings,4696,56,108,0,8/11/2020
Kings,4736,62,40,6,8/12/2020
Kings,4824,64,88,2,8/13/2020
Kings,4953,64,129,0,8/14/2020
Kings,5039,64,86,0,8/15/2020
Kings,5146,66,107,2,8/16/2020
Kings,5249,66,103,0,8/17/2020
Kings,5269,67,20,1,8/18/2020
Kings,5301,67,32,0,8/19/2020
Kings,5347,68,46,1,8/20/2020
Kings,5391,68,44,0,8/21/2020
Kings,5447,68,56,0,8/22/2020
Kings,5628,68,181,0,8/23/2020
Kings,5652,68,24,0,8/24/2020
Kings,5702,69,50,1,8/25/2020
Kings,5720,72,18,3,8/26/2020
Kings,5759,72,39,0,8/27/2020
Kings,5829,72,70,0,8/28/2020
Kings,5906,72,77,0,8/29/2020
Kings,6000,72,94,0,8/30/2020
Kings,6037,72,37,0,8/31/2020
Kings,6088,72,51,0,9/1/2020
Kings,6142,74,54,2,9/2/2020
Kings,6200,75,58,1,9/3/2020
Kings,6259,76,59,1,9/4/2020
Kings,6518,76,259,0,9/5/2020
Kings,6561,76,43,0,9/6/2020
Kings,6630,76,69,0,9/7/2020
Kings,6658,76,28,0,9/8/2020
Kings,6721,76,63,0,9/9/2020
Kings,6739,76,18,0,9/10/2020
Kings,6770,77,31,1,9/11/2020
Kings,6895,77,125,0,9/12/2020
Kings,6937,77,42,0,9/13/2020
Kings,6950,77,13,0,9/14/2020
Kings,6977,77,27,0,9/15/2020
Kings,7002,77,25,0,9/16/2020
Kings,7015,77,13,0,9/17/2020
Kings,7062,77,47,0,9/18/2020
Kings,7130,77,68,0,9/19/2020
Kings,7159,77,29,0,9/20/2020
Kings,7297,77,138,0,9/21/2020
Kings,7395,77,98,0,9/22/2020
Kings,7406,77,11,0,9/23/2020
Kings,7428,77,22,0,9/24/2020
Kings,7450,77,22,0,9/25/2020
Kings,7537,80,87,3,9/26/2020
Kings,7641,80,104,0,9/27/2020
Kings,7661,80,20,0,9/28/2020
Kings,7681,80,20,0,9/29/2020
Kings,7685,80,4,0,9/30/2020
Kings,7688,80,3,0,10/1/2020
Kings,7716,80,28,0,10/2/2020
Kings,7887,80,171,0,10/3/2020
Kings,7919,82,32,2,10/4/2020
Kings,7932,82,13,0,10/5/2020
Kings,7943,82,11,0,10/6/2020
Kings,7948,82,5,0,10/7/2020
Kings,7968,82,20,0,10/8/2020
Kings,7993,82,25,0,10/9/2020
Kings,8078,82,85,0,10/10/2020
Kings,8094,82,16,0,10/11/2020
Kings,8106,82,12,0,10/12/2020
Kings,8111,82,5,0,10/13/2020
Kings,8118,82,7,0,10/14/2020
Kings,8134,82,16,0,10/15/2020
Kings,8146,83,12,1,10/16/2020
Kings,8151,83,5,0,10/17/2020
Kings,8159,83,8,0,10/18/2020
Kings,8173,83,14,0,10/19/2020
Kings,8178,83,5,0,10/20/2020
Kings,8186,83,8,0,10/21/2020
Kings,8201,83,15,0,10/22/2020
Kings,8218,83,17,0,10/23/2020
Kings,8228,83,10,0,10/24/2020
Kings,8246,83,18,0,10/25/2020
Kings,8264,83,18,0,10/26/2020
Kings,8411,83,147,0,10/27/2020
Kings,8486,83,75,0,10/28/2020
Kings,8502,83,16,0,10/29/2020
Kings,8564,83,62,0,10/30/2020
Kings,8612,83,48,0,10/31/2020
Kings,8641,83,29,0,11/1/2020
Kings,8654,84,13,1,11/2/2020
Kings,8783,84,129,0,11/3/2020
Kings,8817,84,34,0,11/4/2020
Kings,8846,84,29,0,11/5/2020
Kings,8883,86,37,2,11/6/2020
Kings,9002,87,119,1,11/7/2020
Kings,9026,87,24,0,11/8/2020
Kings,9141,87,115,0,11/9/2020
