county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Santa Cruz,1449,7,31,1,8/15/2020
Santa Cruz,1449,7,0,0,8/16/2020
Santa Cruz,1453,7,4,0,8/17/2020
Santa Cruz,1509,7,56,0,8/18/2020
Santa Cruz,1554,7,45,0,8/19/2020
Santa Cruz,1581,7,27,0,8/20/2020
Santa Cruz,1617,7,36,0,8/21/2020
Santa Cruz,1628,7,11,0,8/22/2020
Santa Cruz,1627,7,-1,0,8/23/2020
Santa Cruz,1627,7,0,0,8/24/2020
Santa Cruz,1708,7,81,0,8/25/2020
Santa Cruz,1726,7,18,0,8/26/2020
Santa Cruz,1734,7,8,0,8/27/2020
Santa Cruz,1747,7,13,0,8/28/2020
Santa Cruz,1746,7,-1,0,8/29/2020
Santa Cruz,1743,7,-3,0,8/30/2020
Santa Cruz,1742,7,-1,0,8/31/2020
Santa Cruz,1752,7,10,0,9/1/2020
Santa Cruz,1850,7,98,0,9/2/2020
Santa Cruz,1870,7,20,0,9/3/2020
Santa Cruz,1896,7,26,0,9/4/2020
Santa Cruz,1904,7,8,0,9/5/2020
Santa Cruz,1902,7,-2,0,9/6/2020
Santa Cruz,1902,7,0,0,9/7/2020
Santa Cruz,1903,7,1,0,9/8/2020
Santa Cruz,1967,7,64,0,9/9/2020
Santa Cruz,1986,7,19,0,9/10/2020
Santa Cruz,1997,7,11,0,9/11/2020
Santa Cruz,2016,7,19,0,9/12/2020
Santa Cruz,2016,7,0,0,9/13/2020
Santa Cruz,2016,7,0,0,9/14/2020
Santa Cruz,2079,7,63,0,9/15/2020
Santa Cruz,2089,8,10,1,9/16/2020
Santa Cruz,2155,8,66,0,9/17/2020
Santa Cruz,2180,8,25,0,9/18/2020
Santa Cruz,2198,8,18,0,9/19/2020
Santa Cruz,2199,8,1,0,9/20/2020
Santa Cruz,2257,8,58,0,9/21/2020
Santa Cruz,2264,8,7,0,9/22/2020
Santa Cruz,2283,9,19,1,9/23/2020
Santa Cruz,2300,9,17,0,9/24/2020
Santa Cruz,2309,9,9,0,9/25/2020
Santa Cruz,2336,9,27,0,9/26/2020
Santa Cruz,2359,9,23,0,9/27/2020
Santa Cruz,2359,9,0,0,9/28/2020
Santa Cruz,2383,10,24,1,9/29/2020
Santa Cruz,2405,12,22,2,9/30/2020
Santa Cruz,2418,12,13,0,10/1/2020
Santa Cruz,2463,12,45,0,10/2/2020
Santa Cruz,2476,12,13,0,10/3/2020
Santa Cruz,2483,12,7,0,10/4/2020
Santa Cruz,2492,12,9,0,10/5/2020
Santa Cruz,2510,14,18,2,10/6/2020
Santa Cruz,2518,18,8,4,10/7/2020
Santa Cruz,2535,19,17,1,10/8/2020
Santa Cruz,2555,20,20,1,10/9/2020
Santa Cruz,2572,20,17,0,10/10/2020
Santa Cruz,2578,20,6,0,10/11/2020
Santa Cruz,2590,20,12,0,10/12/2020
Santa Cruz,2603,20,13,0,10/13/2020
Santa Cruz,2618,23,15,3,10/14/2020
Santa Cruz,2656,23,38,0,10/15/2020
Santa Cruz,2666,23,10,0,10/16/2020
Santa Cruz,2680,23,14,0,10/17/2020
Santa Cruz,2692,23,12,0,10/18/2020
Santa Cruz,2705,23,13,0,10/19/2020
Santa Cruz,2710,24,5,1,10/20/2020
Santa Cruz,2729,25,19,1,10/21/2020
Santa Cruz,2738,25,9,0,10/22/2020
Santa Cruz,2757,25,19,0,10/23/2020
Santa Cruz,2775,25,18,0,10/24/2020
Santa Cruz,2789,25,14,0,10/25/2020
Santa Cruz,2808,25,19,0,10/26/2020
Santa Cruz,2815,25,7,0,10/27/2020
Santa Cruz,2836,25,21,0,10/28/2020
Santa Cruz,2850,25,14,0,10/29/2020
Santa Cruz,2874,26,24,1,10/30/2020
Santa Cruz,2895,26,21,0,10/31/2020
Santa Cruz,2921,26,26,0,11/1/2020
Santa Cruz,2943,26,22,0,11/2/2020
Santa Cruz,2980,26,37,0,11/3/2020
Santa Cruz,2997,26,17,0,11/4/2020
Santa Cruz,3023,26,26,0,11/5/2020
Santa Cruz,3063,26,40,0,11/6/2020
Santa Cruz,3101,26,38,0,11/7/2020
Santa Cruz,3134,26,33,0,11/8/2020
Santa Cruz,3194,26,60,0,11/9/2020
Santa Cruz,3221,26,27,0,11/10/2020
Santa Cruz,3247,26,26,0,11/11/2020
Santa Cruz,3317,26,70,0,11/12/2020
Santa Cruz,3343,26,26,0,11/13/2020
Santa Cruz,3402,26,59,0,11/14/2020
Mendocino,0,0,0,0,3/18/2020
Mendocino,1,0,1,0,3/19/2020
Mendocino,1,0,0,0,3/20/2020
Mendocino,1,0,0,0,3/21/2020
Mendocino,1,0,0,0,3/22/2020
Mendocino,1,0,0,0,3/23/2020
Mendocino,1,0,0,0,3/24/2020
Mendocino,1,0,0,0,3/25/2020
Mendocino,1,0,0,0,3/26/2020
Mendocino,2,0,1,0,3/27/2020
Mendocino,2,0,0,0,3/28/2020
Mendocino,2,0,0,0,3/29/2020
Mendocino,2,0,0,0,3/30/2020
Mendocino,4,0,2,0,3/31/2020
Mendocino,4,0,0,0,4/1/2020
Mendocino,4,0,0,0,4/2/2020
Mendocino,4,0,0,0,4/3/2020
Mendocino,4,0,0,0,4/4/2020
Mendocino,4,0,0,0,4/5/2020
Mendocino,4,0,0,0,4/6/2020
Mendocino,4,0,0,0,4/7/2020
Mendocino,4,0,0,0,4/8/2020
Mendocino,4,0,0,0,4/9/2020
Mendocino,4,0,0,0,4/10/2020
Mendocino,4,0,0,0,4/11/2020
Mendocino,4,0,0,0,4/12/2020
Mendocino,4,0,0,0,4/13/2020
Mendocino,4,0,0,0,4/14/2020
Mendocino,4,0,0,0,4/15/2020
Mendocino,4,0,0,0,4/16/2020
Mendocino,4,0,0,0,4/17/2020
Mendocino,4,0,0,0,4/18/2020
Mendocino,4,0,0,0,4/19/2020
Mendocino,5,0,1,0,4/20/2020
Mendocino,5,0,0,0,4/21/2020
Mendocino,5,0,0,0,4/22/2020
Mendocino,5,0,0,0,4/23/2020
Mendocino,5,0,0,0,4/24/2020
Mendocino,5,0,0,0,4/25/2020
Mendocino,5,0,0,0,4/26/2020
Mendocino,10,0,5,0,4/27/2020
Mendocino,10,0,0,0,4/28/2020
Mendocino,11,0,1,0,4/29/2020
Mendocino,11,0,0,0,4/30/2020
Mendocino,11,0,0,0,5/1/2020
Mendocino,10,0,-1,0,5/2/2020
Mendocino,10,0,0,0,5/3/2020
Mendocino,10,0,0,0,5/4/2020
Mendocino,10,0,0,0,5/5/2020
Mendocino,10,0,0,0,5/6/2020
Mendocino,10,0,0,0,5/7/2020
Mendocino,10,0,0,0,5/8/2020
Mendocino,10,0,0,0,5/9/2020
Mendocino,10,0,0,0,5/10/2020
Mendocino,10,0,0,0,5/11/2020
Mendocino,10,0,0,0,5/12/2020
Mendocino,10,0,0,0,5/13/2020
Mendocino,10,0,0,0,5/14/2020
Mendocino,10,0,0,0,5/15/2020
Mendocino,10,0,0,0,5/16/2020
Mendocino,10,0,0,0,5/17/2020
Mendocino,12,0,2,0,5/18/2020
Mendocino,12,0,0,0,5/19/2020
Mendocino,12,0,0,0,5/20/2020
Mendocino,12,0,0,0,5/21/2020
Mendocino,13,0,1,0,5/22/2020
Mendocino,13,0,0,0,5/23/2020
Mendocino,19,0,6,0,5/24/2020
Mendocino,19,0,0,0,5/25/2020
Mendocino,20,0,1,0,5/26/2020
Mendocino,21,0,1,0,5/27/2020
Mendocino,24,0,3,0,5/28/2020
Mendocino,25,0,1,0,5/29/2020
Mendocino,24,0,-1,0,5/30/2020
Mendocino,24,0,0,0,5/31/2020
Mendocino,28,0,4,0,6/1/2020
Mendocino,29,0,1,0,6/2/2020
Mendocino,29,0,0,0,6/3/2020
Mendocino,29,0,0,0,6/4/2020
Mendocino,32,0,3,0,6/5/2020
Mendocino,32,0,0,0,6/6/2020
Mendocino,32,0,0,0,6/7/2020
Mendocino,32,0,0,0,6/8/2020
Mendocino,35,0,3,0,6/9/2020
Mendocino,35,0,0,0,6/10/2020
Mendocino,35,0,0,0,6/11/2020
Mendocino,33,0,-2,0,6/12/2020
Mendocino,33,0,0,0,6/13/2020
Mendocino,33,0,0,0,6/14/2020
Mendocino,33,0,0,0,6/15/2020
Mendocino,35,0,2,0,6/16/2020
Mendocino,42,0,7,0,6/17/2020
Mendocino,45,0,3,0,6/18/2020
Mendocino,48,0,3,0,6/19/2020
Mendocino,48,0,0,0,6/20/2020
Mendocino,48,0,0,0,6/21/2020
Mendocino,48,0,0,0,6/22/2020
Mendocino,61,0,13,0,6/23/2020
Mendocino,60,0,-1,0,6/24/2020
Mendocino,61,0,1,0,6/25/2020
Mendocino,63,0,2,0,6/26/2020
Mendocino,63,0,0,0,6/27/2020
Mendocino,64,0,1,0,6/28/2020
Mendocino,66,0,2,0,6/29/2020
Mendocino,68,0,2,0,6/30/2020
Mendocino,70,0,2,0,7/1/2020
Mendocino,71,0,1,0,7/2/2020
Mendocino,72,0,1,0,7/3/2020
Mendocino,72,0,0,0,7/4/2020
Mendocino,72,0,0,0,7/5/2020
Mendocino,72,0,0,0,7/6/2020
Mendocino,82,0,10,0,7/7/2020
Mendocino,84,0,2,0,7/8/2020
Mendocino,88,0,4,0,7/9/2020
Mendocino,88,0,0,0,7/10/2020
Mendocino,88,0,0,0,7/11/2020
Mendocino,88,0,0,0,7/12/2020
Mendocino,87,0,-1,0,7/13/2020
Mendocino,110,0,23,0,7/14/2020
Mendocino,119,0,9,0,7/15/2020
Mendocino,121,0,2,0,7/16/2020
Mendocino,126,0,5,0,7/17/2020
Mendocino,137,0,11,0,7/18/2020
Mendocino,137,0,0,0,7/19/2020
Mendocino,153,0,16,0,7/20/2020
Mendocino,160,0,7,0,7/21/2020
Mendocino,166,0,6,0,7/22/2020
Mendocino,178,3,12,3,7/23/2020
Mendocino,188,4,10,1,7/24/2020
Mendocino,190,6,2,2,7/25/2020
Mendocino,206,6,16,0,7/26/2020
Mendocino,209,6,3,0,7/27/2020
Mendocino,222,6,13,0,7/28/2020
Mendocino,228,6,6,0,7/29/2020
Mendocino,232,6,4,0,7/30/2020
Mendocino,232,9,0,3,7/31/2020
Mendocino,243,9,11,0,8/1/2020
Mendocino,247,9,4,0,8/2/2020
Mendocino,248,9,1,0,8/3/2020
Mendocino,248,9,0,0,8/4/2020
Mendocino,248,10,0,1,8/5/2020
Mendocino,260,10,12,0,8/6/2020
Mendocino,262,10,2,0,8/7/2020
Mendocino,264,10,2,0,8/8/2020
Mendocino,283,10,19,0,8/9/2020
Mendocino,364,10,81,0,8/10/2020
Mendocino,385,10,21,0,8/11/2020
Mendocino,386,10,1,0,8/12/2020
Mendocino,401,10,15,0,8/13/2020
Mendocino,432,10,31,0,8/14/2020
Mendocino,444,10,12,0,8/15/2020
Mendocino,451,10,7,0,8/16/2020
Mendocino,454,10,3,0,8/17/2020
Mendocino,468,12,14,2,8/18/2020
Mendocino,495,12,27,0,8/19/2020
Mendocino,497,14,2,2,8/20/2020
Mendocino,505,16,8,2,8/21/2020
Mendocino,529,16,24,0,8/22/2020
Mendocino,550,16,21,0,8/23/2020
Mendocino,550,16,0,0,8/24/2020
Mendocino,571,16,21,0,8/25/2020
Mendocino,581,16,10,0,8/26/2020
Mendocino,581,17,0,1,8/27/2020
Mendocino,588,17,7,0,8/28/2020
Mendocino,596,17,8,0,8/29/2020
Mendocino,611,17,15,0,8/30/2020
Mendocino,618,17,7,0,8/31/2020
Mendocino,626,17,8,0,9/1/2020
Mendocino,636,17,10,0,9/2/2020
Mendocino,638,17,2,0,9/3/2020
Mendocino,646,17,8,0,9/4/2020
Mendocino,658,17,12,0,9/5/2020
Mendocino,672,17,14,0,9/6/2020
Mendocino,687,17,15,0,9/7/2020
Mendocino,690,17,3,0,9/8/2020
Mendocino,695,17,5,0,9/9/2020
Mendocino,697,18,2,1,9/10/2020
Mendocino,700,17,3,-1,9/11/2020
Mendocino,700,17,0,0,9/12/2020
Mendocino,707,17,7,0,9/13/2020
Mendocino,710,17,3,0,9/14/2020
Mendocino,724,18,14,1,9/15/2020
Mendocino,727,18,3,0,9/16/2020
Mendocino,737,18,10,0,9/17/2020
Mendocino,739,18,2,0,9/18/2020
Mendocino,750,18,11,0,9/19/2020
Mendocino,765,18,15,0,9/20/2020
Mendocino,778,18,13,0,9/21/2020
Mendocino,794,18,16,0,9/22/2020
Mendocino,801,18,7,0,9/23/2020
Mendocino,810,18,9,0,9/24/2020
Mendocino,819,18,9,0,9/25/2020
Mendocino,836,18,17,0,9/26/2020
Mendocino,846,18,10,0,9/27/2020
Mendocino,850,18,4,0,9/28/2020
Mendocino,854,18,4,0,9/29/2020
Mendocino,867,18,13,0,9/30/2020
Mendocino,874,19,7,1,10/1/2020
Mendocino,883,19,9,0,10/2/2020
Mendocino,898,19,15,0,10/3/2020
Mendocino,905,20,7,1,10/4/2020
Mendocino,913,20,8,0,10/5/2020
Mendocino,920,20,7,0,10/6/2020
Mendocino,927,21,7,1,10/7/2020
Mendocino,930,21,3,0,10/8/2020
Mendocino,933,21,3,0,10/9/2020
Mendocino,935,21,2,0,10/10/2020
Mendocino,944,21,9,0,10/11/2020
Mendocino,947,21,3,0,10/12/2020
Mendocino,950,21,3,0,10/13/2020
Mendocino,955,21,5,0,10/14/2020
Mendocino,963,21,8,0,10/15/2020
Mendocino,974,21,11,0,10/16/2020
Mendocino,977,21,3,0,10/17/2020
Mendocino,988,21,11,0,10/18/2020
Mendocino,1001,21,13,0,10/19/2020
Mendocino,1004,21,3,0,10/20/2020
Mendocino,1011,21,7,0,10/21/2020
Mendocino,1016,21,5,0,10/22/2020
Mendocino,1019,21,3,0,10/23/2020
Mendocino,1022,21,3,0,10/24/2020
Mendocino,1024,21,2,0,10/25/2020
Mendocino,1026,21,2,0,10/26/2020
Mendocino,1033,21,7,0,10/27/2020
Mendocino,1037,21,4,0,10/28/2020
Mendocino,1058,21,21,0,10/29/2020
Mendocino,1062,21,4,0,10/30/2020
Mendocino,1066,21,4,0,10/31/2020
Mendocino,1074,21,8,0,11/1/2020
Mendocino,1076,21,2,0,11/2/2020
Mendocino,1084,21,8,0,11/3/2020
Mendocino,1089,21,5,0,11/4/2020
Mendocino,1112,21,23,0,11/5/2020
Mendocino,1113,21,1,0,11/6/2020
Mendocino,1118,21,5,0,11/7/2020
Mendocino,1129,21,11,0,11/8/2020
Mendocino,1132,21,3,0,11/9/2020
Mendocino,1137,21,5,0,11/10/2020
Mendocino,1142,22,5,1,11/11/2020
Mendocino,1142,22,0,0,11/12/2020
Mendocino,1173,22,31,0,11/13/2020
Mendocino,1181,22,8,0,11/14/2020
Fresno,3,0,3,0,3/18/2020
Fresno,6,0,3,0,3/19/2020
Fresno,7,0,1,0,3/20/2020
Fresno,8,0,1,0,3/21/2020
Fresno,8,0,0,0,3/22/2020
Fresno,10,0,2,0,3/23/2020
Fresno,18,0,8,0,3/24/2020
Fresno,21,0,3,0,3/25/2020
Fresno,25,0,4,0,3/26/2020
Fresno,29,0,4,0,3/27/2020
Fresno,31,0,2,0,3/28/2020
Fresno,31,0,0,0,3/29/2020
Fresno,46,0,15,0,3/30/2020
Fresno,59,0,13,0,3/31/2020
Fresno,75,0,16,0,4/1/2020
Fresno,92,0,17,0,4/2/2020
Fresno,98,1,6,1,4/3/2020
Fresno,102,1,4,0,4/4/2020
Fresno,102,1,0,0,4/5/2020
Fresno,122,1,20,0,4/6/2020
Fresno,138,3,16,2,4/7/2020
Fresno,151,3,13,0,4/8/2020
Fresno,165,3,14,0,4/9/2020
Fresno,186,4,21,1,4/10/2020
Fresno,201,4,15,0,4/11/2020
Fresno,205,4,4,0,4/12/2020
Fresno,209,5,4,1,4/13/2020
Fresno,244,5,35,0,4/14/2020
Fresno,264,7,20,2,4/15/2020
Fresno,289,7,25,0,4/16/2020
Fresno,315,7,26,0,4/17/2020
Fresno,319,7,4,0,4/18/2020
Fresno,326,7,7,0,4/19/2020
Fresno,356,7,30,0,4/20/2020
Fresno,372,7,16,0,4/21/2020
Fresno,388,7,16,0,4/22/2020
Fresno,426,7,38,0,4/23/2020
Fresno,449,7,23,0,4/24/2020
Fresno,459,7,10,0,4/25/2020
Fresno,476,7,17,0,4/26/2020
Fresno,504,7,28,0,4/27/2020
Fresno,525,7,21,0,4/28/2020
Fresno,544,7,19,0,4/29/2020
Fresno,562,7,18,0,4/30/2020
Fresno,617,8,55,1,5/1/2020
Fresno,629,8,12,0,5/2/2020
Fresno,646,8,17,0,5/3/2020
Fresno,680,9,34,1,5/4/2020
Fresno,726,9,46,0,5/5/2020
Fresno,773,9,47,0,5/6/2020
Fresno,812,9,39,0,5/7/2020
Fresno,838,9,26,0,5/8/2020
Fresno,861,9,23,0,5/9/2020
Fresno,894,9,33,0,5/10/2020
Fresno,937,9,43,0,5/11/2020
Fresno,978,10,41,1,5/12/2020
Fresno,993,13,15,3,5/13/2020
Fresno,1038,13,45,0,5/14/2020
Fresno,1126,16,88,3,5/15/2020
Fresno,1177,16,51,0,5/16/2020
Fresno,1213,16,36,0,5/17/2020
Fresno,1244,17,31,1,5/18/2020
Fresno,1288,17,44,0,5/19/2020
Fresno,1329,20,41,3,5/20/2020
Fresno,1362,22,33,2,5/21/2020
Fresno,1399,22,37,0,5/22/2020
Fresno,1447,22,48,0,5/23/2020
Fresno,1455,22,8,0,5/24/2020
Fresno,1496,22,41,0,5/25/2020
Fresno,1496,26,0,4,5/26/2020
Fresno,1620,30,124,4,5/27/2020
Fresno,1653,32,33,2,5/28/2020
Fresno,1687,35,34,3,5/29/2020
Fresno,1744,35,57,0,5/30/2020
Fresno,1780,35,36,0,5/31/2020
Fresno,1854,36,74,1,6/1/2020
Fresno,1917,37,63,1,6/2/2020
Fresno,1943,37,26,0,6/3/2020
Fresno,2007,40,64,3,6/4/2020
Fresno,2051,43,44,3,6/5/2020
Fresno,2117,43,66,0,6/6/2020
Fresno,2144,43,27,0,6/7/2020
Fresno,2194,43,50,0,6/8/2020
Fresno,2278,48,84,5,6/9/2020
Fresno,2324,49,46,1,6/10/2020
Fresno,2338,51,14,2,6/11/2020
Fresno,2428,52,90,1,6/12/2020
Fresno,2499,52,71,0,6/13/2020
Fresno,2585,52,86,0,6/14/2020
Fresno,2616,55,31,3,6/15/2020
Fresno,2731,57,115,2,6/16/2020
Fresno,2801,61,70,4,6/17/2020
Fresno,2947,62,146,1,6/18/2020
Fresno,3109,66,162,4,6/19/2020
Fresno,3222,66,113,0,6/20/2020
Fresno,3296,66,74,0,6/21/2020
Fresno,3425,67,129,1,6/22/2020
Fresno,3569,70,144,3,6/23/2020
Fresno,3765,71,196,1,6/24/2020
Fresno,3958,71,193,0,6/25/2020
Fresno,4197,72,239,1,6/26/2020
Fresno,4362,72,165,0,6/27/2020
Fresno,4492,72,130,0,6/28/2020
Fresno,4807,72,315,0,6/29/2020
Fresno,5011,74,204,2,6/30/2020
Fresno,5264,75,253,1,7/1/2020
Fresno,5402,77,138,2,7/2/2020
Fresno,5783,77,381,0,7/3/2020
Fresno,5999,77,216,0,7/4/2020
Fresno,6186,77,187,0,7/5/2020
Fresno,6364,78,178,1,7/6/2020
Fresno,6738,81,374,3,7/7/2020
Fresno,7102,84,364,3,7/8/2020
Fresno,7385,87,283,3,7/9/2020
Fresno,7760,87,375,0,7/10/2020
Fresno,8086,88,326,1,7/11/2020
Fresno,8407,88,321,0,7/12/2020
Fresno,8666,88,259,0,7/13/2020
Fresno,8941,91,275,3,7/14/2020
Fresno,9124,91,183,0,7/15/2020
Fresno,9481,91,357,0,7/16/2020
Fresno,9954,100,473,9,7/17/2020
Fresno,10381,100,427,0,7/18/2020
Fresno,10639,100,258,0,7/19/2020
Fresno,10891,100,252,0,7/20/2020
Fresno,11412,104,521,4,7/21/2020
Fresno,11756,104,344,0,7/22/2020
Fresno,12164,104,408,0,7/23/2020
Fresno,12564,112,400,8,7/24/2020
Fresno,12866,112,302,0,7/25/2020
Fresno,13209,112,343,0,7/26/2020
Fresno,13485,112,276,0,7/27/2020
Fresno,13933,120,448,8,7/28/2020
Fresno,14312,120,379,0,7/29/2020
Fresno,14793,120,481,0,7/30/2020
Fresno,15083,138,290,18,7/31/2020
Fresno,15448,138,365,0,8/1/2020
Fresno,15759,138,311,0,8/2/2020
Fresno,15945,138,186,0,8/3/2020
Fresno,16272,157,327,19,8/4/2020
Fresno,16625,157,353,0,8/5/2020
Fresno,17031,157,406,0,8/6/2020
Fresno,17290,171,259,14,8/7/2020
Fresno,17538,171,248,0,8/8/2020
Fresno,17846,171,308,0,8/9/2020
Fresno,17978,171,132,0,8/10/2020
Fresno,18344,191,366,20,8/11/2020
Fresno,18690,191,346,0,8/12/2020
Fresno,19157,191,467,0,8/13/2020
Fresno,19900,203,743,12,8/14/2020
Fresno,20603,203,703,0,8/15/2020
Fresno,21010,203,407,0,8/16/2020
Fresno,21316,203,306,0,8/17/2020
Fresno,21798,205,482,2,8/18/2020
Fresno,22167,205,369,0,8/19/2020
Fresno,22535,205,368,0,8/20/2020
Fresno,22840,226,305,21,8/21/2020
Fresno,23197,226,357,0,8/22/2020
Fresno,23414,226,217,0,8/23/2020
Fresno,23618,226,204,0,8/24/2020
Fresno,23932,239,314,13,8/25/2020
Fresno,24071,239,139,0,8/26/2020
Fresno,24367,239,296,0,8/27/2020
Fresno,24612,263,245,24,8/28/2020
Fresno,24821,263,209,0,8/29/2020
Fresno,24963,263,142,0,8/30/2020
Fresno,25185,263,222,0,8/31/2020
Fresno,25542,290,357,27,9/1/2020
Fresno,25785,290,243,0,9/2/2020
Fresno,25978,290,193,0,9/3/2020
Fresno,26147,312,169,22,9/4/2020
Fresno,26325,312,178,0,9/5/2020
Fresno,26471,312,146,0,9/6/2020
Fresno,26565,312,94,0,9/7/2020
Fresno,26640,326,75,14,9/8/2020
Fresno,26724,326,84,0,9/9/2020
Fresno,26783,326,59,0,9/10/2020
Fresno,26917,337,134,11,9/11/2020
Fresno,27076,337,159,0,9/12/2020
Fresno,27196,337,120,0,9/13/2020
Fresno,27232,337,36,0,9/14/2020
Fresno,27312,348,80,11,9/15/2020
Fresno,27381,348,69,0,9/16/2020
Fresno,27487,348,106,0,9/17/2020
Fresno,27560,355,73,7,9/18/2020
Fresno,27668,355,108,0,9/19/2020
Fresno,27769,355,101,0,9/20/2020
Fresno,27843,355,74,0,9/21/2020
Fresno,27944,362,101,7,9/22/2020
Fresno,28019,362,75,0,9/23/2020
Fresno,28106,362,87,0,9/24/2020
Fresno,28199,382,93,20,9/25/2020
Fresno,28336,382,137,0,9/26/2020
Fresno,28441,382,105,0,9/27/2020
Fresno,28517,382,76,0,9/28/2020
Fresno,28621,390,104,8,9/29/2020
Fresno,28706,390,85,0,9/30/2020
Fresno,28796,390,90,0,10/1/2020
Fresno,28855,399,59,9,10/2/2020
Fresno,28975,399,120,0,10/3/2020
Fresno,29065,399,90,0,10/4/2020
Fresno,29136,399,71,0,10/5/2020
Fresno,29022,406,-114,7,10/6/2020
Fresno,29069,406,47,0,10/7/2020
Fresno,29111,406,42,0,10/8/2020
Fresno,29208,406,97,0,10/9/2020
Fresno,29286,406,78,0,10/10/2020
Fresno,29419,406,133,0,10/11/2020
Fresno,29523,406,104,0,10/12/2020
Fresno,29579,424,56,18,10/13/2020
Fresno,29650,424,71,0,10/14/2020
Fresno,29727,424,77,0,10/15/2020
Fresno,29796,429,69,5,10/16/2020
Fresno,29911,429,115,0,10/17/2020
Fresno,30051,429,140,0,10/18/2020
Fresno,30152,429,101,0,10/19/2020
Fresno,30220,430,68,1,10/20/2020
Fresno,30328,430,108,0,10/21/2020
Fresno,30471,430,143,0,10/22/2020
Fresno,30590,430,119,0,10/23/2020
Fresno,30752,436,162,6,10/24/2020
Fresno,30858,436,106,0,10/25/2020
Fresno,30969,436,111,0,10/26/2020
Fresno,31096,439,127,3,10/27/2020
Fresno,31195,439,99,0,10/28/2020
Fresno,31321,439,126,0,10/29/2020
Fresno,31409,443,88,4,10/30/2020
Fresno,31558,443,149,0,10/31/2020
Fresno,31613,443,55,0,11/1/2020
Fresno,31738,443,125,0,11/2/2020
Fresno,31856,447,118,4,11/3/2020
Fresno,31952,447,96,0,11/4/2020
Fresno,32056,447,104,0,11/5/2020
Fresno,32278,454,222,7,11/6/2020
Fresno,32497,454,219,0,11/7/2020
Fresno,32619,454,122,0,11/8/2020
Fresno,32755,454,136,0,11/9/2020
Fresno,33024,456,269,2,11/10/2020
Fresno,33287,456,263,0,11/11/2020
Fresno,33459,456,172,0,11/12/2020
Fresno,33693,460,234,4,11/13/2020
Fresno,33969,460,276,0,11/14/2020
Inyo,0,0,0,0,3/18/2020
Inyo,0,0,0,0,3/19/2020
Inyo,0,0,0,0,3/20/2020
Inyo,0,0,0,0,3/21/2020
Inyo,0,0,0,0,3/22/2020
Inyo,0,0,0,0,3/23/2020
Inyo,0,0,0,0,3/24/2020
Inyo,0,0,0,0,3/25/2020
Inyo,0,0,0,0,3/26/2020
Inyo,0,0,0,0,3/27/2020
Inyo,0,0,0,0,3/28/2020
Inyo,0,0,0,0,3/29/2020
Inyo,5,0,5,0,3/30/2020
Inyo,8,0,3,0,3/31/2020
Inyo,8,0,0,0,4/1/2020
Inyo,8,0,0,0,4/2/2020
Inyo,10,0,2,0,4/3/2020
Inyo,10,0,0,0,4/4/2020
Inyo,10,0,0,0,4/5/2020
Inyo,11,0,1,0,4/6/2020
Inyo,11,0,0,0,4/7/2020
Inyo,11,0,0,0,4/8/2020
Inyo,11,0,0,0,4/9/2020
Inyo,11,0,0,0,4/10/2020
Inyo,12,0,1,0,4/11/2020
Inyo,12,0,0,0,4/12/2020
Inyo,12,0,0,0,4/13/2020
Inyo,12,0,0,0,4/14/2020
Inyo,12,0,0,0,4/15/2020
Inyo,17,0,5,0,4/16/2020
Inyo,17,0,0,0,4/17/2020
Inyo,17,0,0,0,4/18/2020
Inyo,17,0,0,0,4/19/2020
Inyo,17,0,0,0,4/20/2020
Inyo,18,0,1,0,4/21/2020
Inyo,18,0,0,0,4/22/2020
Inyo,19,0,1,0,4/23/2020
Inyo,20,1,1,1,4/24/2020
Inyo,20,1,0,0,4/25/2020
Inyo,20,1,0,0,4/26/2020
Inyo,20,1,0,0,4/27/2020
Inyo,20,1,0,0,4/28/2020
Inyo,20,1,0,0,4/29/2020
Inyo,20,1,0,0,4/30/2020
Inyo,20,1,0,0,5/1/2020
Inyo,20,1,0,0,5/2/2020
Inyo,20,1,0,0,5/3/2020
Inyo,20,1,0,0,5/4/2020
Inyo,20,1,0,0,5/5/2020
Inyo,20,1,0,0,5/6/2020
Inyo,20,1,0,0,5/7/2020
Inyo,20,1,0,0,5/8/2020
Inyo,20,1,0,0,5/9/2020
Inyo,20,1,0,0,5/10/2020
Inyo,20,1,0,0,5/11/2020
Inyo,20,1,0,0,5/12/2020
Inyo,20,1,0,0,5/13/2020
Inyo,20,1,0,0,5/14/2020
Inyo,20,1,0,0,5/15/2020
Inyo,20,1,0,0,5/16/2020
Inyo,20,1,0,0,5/17/2020
Inyo,20,1,0,0,5/18/2020
Inyo,20,1,0,0,5/19/2020
Inyo,20,1,0,0,5/20/2020
Inyo,20,1,0,0,5/21/2020
Inyo,20,1,0,0,5/22/2020
Inyo,20,1,0,0,5/23/2020
Inyo,20,1,0,0,5/24/2020
Inyo,20,1,0,0,5/25/2020
Inyo,20,1,0,0,5/26/2020
Inyo,20,1,0,0,5/27/2020
Inyo,20,1,0,0,5/28/2020
Inyo,20,1,0,0,5/29/2020
Inyo,20,1,0,0,5/30/2020
Inyo,20,1,0,0,5/31/2020
Inyo,20,1,0,0,6/1/2020
Inyo,20,1,0,0,6/2/2020
Inyo,20,1,0,0,6/3/2020
Inyo,20,1,0,0,6/4/2020
Inyo,21,1,1,0,6/5/2020
