county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Mariposa County,10/23/2020,,,,,
Mendocino County,10/23/2020,,,,,
Merced County,10/23/2020,40,23,,,
Modoc County,10/23/2020,,,,,
Mono County,10/23/2020,,,,,
Monterey County,10/23/2020,133,81,108,15,
Napa County ,10/23/2020,111,99,18,12,
Nevada County ,10/23/2020,56,,,,
Orange County,10/23/2020,692,172,78,78,
Placer County,10/23/2020,68,57,12,12,
Plumas County,10/23/2020,,,,,
Riverside County,10/23/2020,263,263,15,15,
Sacramento County,10/23/2020,382,370,63,63,
San Benito County,10/23/2020,,,,,
San Bernardino County,10/23/2020,427,427,20,,20
San Diego County,10/23/2020,828,110,44,44,
San Francisco,10/23/2020,2731,1973,91,91,
San Joaquin County,10/23/2020,73,62,,,
San Luis Obispo County,10/23/2020,155,,14,14,
San Mateo County,10/23/2020,167,167,,,
Santa Barbara County,10/23/2020,95,56,,,
Santa Clara County,10/23/2020,837,559,105,12,
Santa Cruz County,10/23/2020,256,157,35,,12
Shasta County,10/23/2020,93,90,,,
Sierra County,10/23/2020,,,,,
Siskiyou County,10/23/2020,,,,,
Solano County,10/23/2020,126,110,,,
Sonoma County,10/23/2020,94,78,24,24,
Stanislaus County,10/23/2020,122,66,,,
Sutter County,10/23/2020,21,15,,,
Tehama County,10/23/2020,,,,,
Trinity County,10/23/2020,,,,,
Tulare County,10/23/2020,133,84,,,
Tuolumne County,10/23/2020,21,21,,,
Ventura County,10/23/2020,341,144,,,
Yolo County,10/23/2020,157,148,,,
Yuba County,10/23/2020,,,,,
Wilton Rancheria Tribe,10/23/2020,,,,,
Bishop Paiute Tribal Council,10/23/2020,,,,,
Alameda County,10/26/2020,973,779,91,91,
Alpine County,10/26/2020,,,,,
Amador County,10/26/2020,,,,,
Butte County,10/26/2020,105,105,,,
Calaveras County,10/26/2020,29,,,,
Colusa County,10/26/2020,,,,,
Contra Costa County,10/26/2020,549,491,,,
Del Norte County,10/26/2020,30,29,,,
El Dorado County,10/26/2020,46,43,,,
Fresno County,10/26/2020,363,348,28,28,
Glenn County,10/26/2020,,,,,
Humboldt County,10/26/2020,74,45,15,,
Imperial County,10/26/2020,136,25,80,79,
Inyo County,10/26/2020,,,,,
Kern County,10/26/2020,,,15,15,
Kings County,10/26/2020,64,58,,,
Lake County,10/26/2020,,,,,
Lassen County,10/26/2020,,,,,
Los Angeles County,10/26/2020,4562,3456,651,651,
Madera County ,10/26/2020,23,,,,
Marin County ,10/26/2020,85,70,44,,
Mariposa County,10/26/2020,,,,,
Mendocino County,10/26/2020,,,,,
Merced County,10/26/2020,40,23,,,
Modoc County,10/26/2020,,,,,
Mono County,10/26/2020,,,,,
Monterey County,10/26/2020,133,83,108,15,
Napa County ,10/26/2020,111,99,18,12,
Nevada County ,10/26/2020,56,,,,
Orange County,10/26/2020,692,172,78,78,
Placer County,10/26/2020,68,62,12,12,
Plumas County,10/26/2020,,,,,
Riverside County,10/26/2020,263,263,15,15,
Sacramento County,10/26/2020,382,359,63,63,
San Benito County,10/26/2020,,,,,
San Bernardino County,10/26/2020,427,427,20,,20
San Diego County,10/26/2020,828,104,44,44,
San Francisco,10/26/2020,2731,1977,91,91,
San Joaquin County,10/26/2020,73,62,,,
San Luis Obispo County,10/26/2020,155,,14,14,
San Mateo County,10/26/2020,166,166,,,
Santa Barbara County,10/26/2020,95,57,,,
Santa Clara County,10/26/2020,837,559,105,12,
Santa Cruz County,10/26/2020,256,158,35,,12
Shasta County,10/26/2020,93,90,,,
Sierra County,10/26/2020,,,,,
Siskiyou County,10/26/2020,,,,,
Solano County,10/26/2020,126,110,,,
Sonoma County,10/26/2020,94,78,24,24,
Stanislaus County,10/26/2020,122,66,,,
Sutter County,10/26/2020,21,15,,,
Tehama County,10/26/2020,,,,,
Trinity County,10/26/2020,,,,,
Tulare County,10/26/2020,133,84,,,
Tuolumne County,10/26/2020,21,21,,,
Ventura County,10/26/2020,341,144,,,
Yolo County,10/26/2020,157,149,,,
Yuba County,10/26/2020,,,,,
Wilton Rancheria Tribe,10/26/2020,,,,,
Bishop Paiute Tribal Council,10/26/2020,,,,,
Alameda County,10/27/2020,973,775,91,91,
Alpine County,10/27/2020,,,,,
Amador County,10/27/2020,,,,,
Butte County,10/27/2020,105,105,,,
Calaveras County,10/27/2020,29,,,,
Colusa County,10/27/2020,,,,,
Contra Costa County,10/27/2020,549,485,,,
Del Norte County,10/27/2020,30,29,,,
El Dorado County,10/27/2020,46,43,,,
Fresno County,10/27/2020,363,348,28,28,
Glenn County,10/27/2020,,,,,
Humboldt County,10/27/2020,74,45,15,,
Imperial County,10/27/2020,136,25,80,79,
Inyo County,10/27/2020,,,,,
Kern County,10/27/2020,,,15,15,
Kings County,10/27/2020,64,58,,,
Lake County,10/27/2020,,,,,
Lassen County,10/27/2020,,,,,
Los Angeles County,10/27/2020,4562,3394,651,651,
Madera County ,10/27/2020,23,,,,
Marin County ,10/27/2020,85,70,44,,
Mariposa County,10/27/2020,,,,,
Mendocino County,10/27/2020,,,,,
Merced County,10/27/2020,40,23,,,
Modoc County,10/27/2020,,,,,
Mono County,10/27/2020,,,,,
Monterey County,10/27/2020,133,83,108,15,
Napa County ,10/27/2020,111,99,18,12,
Nevada County ,10/27/2020,56,,,,
Orange County,10/27/2020,692,172,78,78,
Placer County,10/27/2020,68,62,12,12,
Plumas County,10/27/2020,,,,,
Riverside County,10/27/2020,263,263,15,15,
Sacramento County,10/27/2020,382,359,63,63,
San Benito County,10/27/2020,,,,,
San Bernardino County,10/27/2020,427,427,20,,20
San Diego County,10/27/2020,828,102,44,44,
San Francisco,10/27/2020,2731,1992,91,91,
San Joaquin County,10/27/2020,73,62,,,
San Luis Obispo County,10/27/2020,155,,14,14,
San Mateo County,10/27/2020,167,167,,,
Santa Barbara County,10/27/2020,95,57,,,
Santa Clara County,10/27/2020,837,562,105,12,
Santa Cruz County,10/27/2020,256,158,35,,12
Shasta County,10/27/2020,93,90,,,
Sierra County,10/27/2020,,,,,
Siskiyou County,10/27/2020,,,,,
Solano County,10/27/2020,126,110,,,
Sonoma County,10/27/2020,94,78,24,24,
Stanislaus County,10/27/2020,122,65,,,
Sutter County,10/27/2020,21,15,,,
Tehama County,10/27/2020,,,,,
Trinity County,10/27/2020,,,,,
Tulare County,10/27/2020,133,84,,,
Tuolumne County,10/27/2020,21,21,,,
Ventura County,10/27/2020,341,144,,,
Yolo County,10/27/2020,157,150,,,
Yuba County,10/27/2020,,,,,
Wilton Rancheria Tribe,10/27/2020,,,,,
Bishop Paiute Tribal Council,10/27/2020,,,,,
Alameda County,10/28/2020,973,776,91,91,
Alpine County,10/28/2020,,,,,
Amador County,10/28/2020,,,,,
Butte County,10/28/2020,97,97,,,
Calaveras County,10/28/2020,29,,,,
Colusa County,10/28/2020,,,,,
Contra Costa County,10/28/2020,548,488,,,
Del Norte County,10/28/2020,30,29,,,
El Dorado County,10/28/2020,46,43,,,
Fresno County,10/28/2020,363,348,28,28,
Glenn County,10/28/2020,,,,,
Humboldt County,10/28/2020,74,45,15,,
Imperial County,10/28/2020,136,25,80,79,
Inyo County,10/28/2020,,,,,
Kern County,10/28/2020,,,15,15,
Kings County,10/28/2020,64,58,,,
Lake County,10/28/2020,,,,,
Lassen County,10/28/2020,,,,,
Los Angeles County,10/28/2020,4561,3390,651,651,
Madera County ,10/28/2020,23,,,,
Marin County ,10/28/2020,85,66,44,,
Mariposa County,10/28/2020,,,,,
Mendocino County,10/28/2020,,,,,
Merced County,10/28/2020,40,23,,,
Modoc County,10/28/2020,,,,,
Mono County,10/28/2020,,,,,
Monterey County,10/28/2020,133,85,108,15,
Napa County ,10/28/2020,111,99,18,12,
Nevada County ,10/28/2020,56,,,,
Orange County,10/28/2020,692,172,78,78,
Placer County,10/28/2020,68,62,12,12,
Plumas County,10/28/2020,,,,,
Riverside County,10/28/2020,262,262,15,15,
Sacramento County,10/28/2020,382,359,63,63,
San Benito County,10/28/2020,,,,,
San Bernardino County,10/28/2020,427,427,20,,20
San Diego County,10/28/2020,828,88,44,44,
San Francisco,10/28/2020,2731,1992,91,91,
San Joaquin County,10/28/2020,73,62,,,
San Luis Obispo County,10/28/2020,155,,14,14,
San Mateo County,10/28/2020,167,167,,,
Santa Barbara County,10/28/2020,95,57,,,
Santa Clara County,10/28/2020,837,562,105,12,
Santa Cruz County,10/28/2020,256,161,35,,12
Shasta County,10/28/2020,92,90,,,
Sierra County,10/28/2020,,,,,
Siskiyou County,10/28/2020,,,,,
Solano County,10/28/2020,126,110,,,
Sonoma County,10/28/2020,94,78,24,24,
Stanislaus County,10/28/2020,123,66,,,
Sutter County,10/28/2020,21,15,,,
Tehama County,10/28/2020,,,,,
Trinity County,10/28/2020,,,,,
Tulare County,10/28/2020,133,83,,,
Tuolumne County,10/28/2020,21,21,,,
Ventura County,10/28/2020,341,144,,,
Yolo County,10/28/2020,157,149,,,
Yuba County,10/28/2020,,,,,
Wilton Rancheria Tribe,10/28/2020,,,,,
Bishop Paiute Tribal Council,10/28/2020,,,,,
Alameda County,10/29/2020,973,776,91,91,
Alpine County,10/29/2020,,,,,
Amador County,10/29/2020,,,,,
Butte County,10/29/2020,101,101,,,
Calaveras County,10/29/2020,29,,,,
Colusa County,10/29/2020,,,,,
Contra Costa County,10/29/2020,548,487,,,
Del Norte County,10/29/2020,30,29,,,
El Dorado County,10/29/2020,46,43,,,
Fresno County,10/29/2020,363,348,28,28,
Glenn County,10/29/2020,,,,,
Humboldt County,10/29/2020,74,45,15,,
Imperial County,10/29/2020,136,25,80,79,
Inyo County,10/29/2020,,,,,
Kern County,10/29/2020,,,15,15,
Kings County,10/29/2020,64,58,,,
Lake County,10/29/2020,,,,,
Lassen County,10/29/2020,,,,,
Los Angeles County,10/29/2020,4554,3386,651,651,
Madera County ,10/29/2020,23,,,,
Marin County ,10/29/2020,85,66,44,,
Mariposa County,10/29/2020,,,,,
Mendocino County,10/29/2020,,,,,
Merced County,10/29/2020,40,24,,,
Modoc County,10/29/2020,,,,,
Mono County,10/29/2020,,,,,
Monterey County,10/29/2020,133,85,108,15,
Napa County ,10/29/2020,111,99,18,12,
Nevada County ,10/29/2020,56,,,,
Orange County,10/29/2020,692,172,78,78,
Placer County,10/29/2020,68,61,12,12,
Plumas County,10/29/2020,,,,,
Riverside County,10/29/2020,261,261,15,15,
Sacramento County,10/29/2020,382,359,63,63,
San Benito County,10/29/2020,,,,,
San Bernardino County,10/29/2020,427,427,20,,20
San Diego County,10/29/2020,828,89,44,44,
San Francisco,10/29/2020,2731,1992,91,91,
San Joaquin County,10/29/2020,73,62,,,
San Luis Obispo County,10/29/2020,155,,14,14,
San Mateo County,10/29/2020,168,168,,,
Santa Barbara County,10/29/2020,95,58,,,
Santa Clara County,10/29/2020,837,562,105,12,
Santa Cruz County,10/29/2020,256,164,35,,12
Shasta County,10/29/2020,92,90,,,
Sierra County,10/29/2020,,,,,
Siskiyou County,10/29/2020,,,,,
Solano County,10/29/2020,126,110,,,
Sonoma County,10/29/2020,94,78,24,24,
Stanislaus County,10/29/2020,123,66,,,
Sutter County,10/29/2020,21,15,,,
Tehama County,10/29/2020,,,,,
Trinity County,10/29/2020,,,,,
Tulare County,10/29/2020,133,83,,,
Tuolumne County,10/29/2020,21,21,,,
Ventura County,10/29/2020,341,144,,,
Yolo County,10/29/2020,157,152,,,
Yuba County,10/29/2020,,,,,
Wilton Rancheria Tribe,10/29/2020,,,,,
Bishop Paiute Tribal Council,10/29/2020,,,,,
Alameda County,10/30/2020,973,778,91,91,
Alpine County,10/30/2020,,,,,
Amador County,10/30/2020,,,,,
Butte County,10/30/2020,101,101,,,
Calaveras County,10/30/2020,29,,,,
Colusa County,10/30/2020,,,,,
Contra Costa County,10/30/2020,548,487,,,
Del Norte County,10/30/2020,30,29,,,
El Dorado County,10/30/2020,46,43,,,
Fresno County,10/30/2020,363,348,28,28,
Glenn County,10/30/2020,,,,,
Humboldt County,10/30/2020,74,45,15,,
Imperial County,10/30/2020,136,25,80,79,
Inyo County,10/30/2020,,,,,
Kern County,10/30/2020,,,15,15,
Kings County,10/30/2020,64,58,,,
Lake County,10/30/2020,,,,,
Lassen County,10/30/2020,,,,,
Los Angeles County,10/30/2020,4561,3392,651,651,
Madera County ,10/30/2020,23,,,,
Marin County ,10/30/2020,85,60,44,,
Mariposa County,10/30/2020,,,,,
Mendocino County,10/30/2020,,,,,
Merced County,10/30/2020,40,24,,,
Modoc County,10/30/2020,,,,,
Mono County,10/30/2020,,,,,
Monterey County,10/30/2020,133,85,108,15,
Napa County ,10/30/2020,111,99,18,12,
Nevada County ,10/30/2020,56,,,,
Orange County,10/30/2020,732,199,78,78,
Placer County,10/30/2020,68,61,12,12,
Plumas County,10/30/2020,,,,,
Riverside County,10/30/2020,260,260,15,15,
Sacramento County,10/30/2020,382,359,63,63,
San Benito County,10/30/2020,,,,,
San Bernardino County,10/30/2020,427,427,20,,20
San Diego County,10/30/2020,828,91,44,44,
San Francisco,10/30/2020,2731,1992,91,91,
San Joaquin County,10/30/2020,73,62,,,
San Luis Obispo County,10/30/2020,155,,14,14,
San Mateo County,10/30/2020,168,168,,,
Santa Barbara County,10/30/2020,95,56,,,
Santa Clara County,10/30/2020,837,562,105,12,
Santa Cruz County,10/30/2020,266,166,35,,12
Shasta County,10/30/2020,92,90,,,
Sierra County,10/30/2020,,,,,
Siskiyou County,10/30/2020,,,,,
Solano County,10/30/2020,126,112,,,
Sonoma County,10/30/2020,94,78,24,24,
Stanislaus County,10/30/2020,122,64,,,
Sutter County,10/30/2020,21,15,,,
Tehama County,10/30/2020,,,,,
Trinity County,10/30/2020,,,,,
Tulare County,10/30/2020,133,83,,,
Tuolumne County,10/30/2020,21,21,,,
Ventura County,10/30/2020,341,144,,,
Yolo County,10/30/2020,157,152,,,
Yuba County,10/30/2020,,,,,
Wilton Rancheria Tribe,10/30/2020,,,,,
Bishop Paiute Tribal Council,10/30/2020,,,,,
Alameda County,11/2/2020,973,778,91,91,
Alpine County,11/2/2020,,,,,
Amador County,11/2/2020,,,,,
Butte County,11/2/2020,101,101,,,
Calaveras County,11/2/2020,29,,,,
Colusa County,11/2/2020,,,,,
Contra Costa County,11/2/2020,548,481,,,
Del Norte County,11/2/2020,30,29,,,
El Dorado County,11/2/2020,46,43,,,
Fresno County,11/2/2020,363,348,28,28,
Glenn County,11/2/2020,,,,,
Humboldt County,11/2/2020,74,45,15,,
Imperial County,11/2/2020,136,25,80,79,
Inyo County,11/2/2020,,,,,
Kern County,11/2/2020,,,15,15,
Kings County,11/2/2020,64,58,,,
Lake County,11/2/2020,,,,,
Lassen County,11/2/2020,,,,,
Los Angeles County,11/2/2020,4561,3392,651,651,
Madera County ,11/2/2020,23,,,,
Marin County ,11/2/2020,85,60,44,,
Mariposa County,11/2/2020,,,,,
Mendocino County,11/2/2020,,,,,
Merced County,11/2/2020,40,24,,,
Modoc County,11/2/2020,,,,,
Mono County,11/2/2020,,,,,
Monterey County,11/2/2020,133,85,108,15,
Napa County ,11/2/2020,111,99,18,12,
Nevada County ,11/2/2020,56,,,,
Orange County,11/2/2020,732,194,78,78,
Placer County,11/2/2020,68,61,12,12,
Plumas County,11/2/2020,,,,,
Riverside County,11/2/2020,259,259,15,15,
Sacramento County,11/2/2020,382,359,63,63,
San Benito County,11/2/2020,,,,,
San Bernardino County,11/2/2020,427,427,20,,20
San Diego County,11/2/2020,828,83,44,44,
San Francisco,11/2/2020,2731,1992,91,91,
San Joaquin County,11/2/2020,73,62,,,
San Luis Obispo County,11/2/2020,155,,14,14,
San Mateo County,11/2/2020,166,166,,,
Santa Barbara County,11/2/2020,95,57,,,
Santa Clara County,11/2/2020,837,562,105,12,
Santa Cruz County,11/2/2020,266,168,35,,12
Shasta County,11/2/2020,92,90,,,
Sierra County,11/2/2020,,,,,
Siskiyou County,11/2/2020,,,,,
Solano County,11/2/2020,126,112,,,
Sonoma County,11/2/2020,94,78,24,24,
Stanislaus County,11/2/2020,123,65,,,
Sutter County,11/2/2020,21,15,,,
Tehama County,11/2/2020,,,,,
Trinity County,11/2/2020,,,,,
Tulare County,11/2/2020,133,83,,,
Tuolumne County,11/2/2020,21,21,,,
Ventura County,11/2/2020,362,183,,,
Yolo County,11/2/2020,157,151,,,
Yuba County,11/2/2020,,,,,
Wilton Rancheria Tribe,11/2/2020,,,,,
Bishop Paiute Tribal Council,11/2/2020,,,,,
Alameda County,11/3/2020,973,771,91,91,
Alpine County,11/3/2020,,,,,
Amador County,11/3/2020,,,,,
Butte County,11/3/2020,108,108,,,
Calaveras County,11/3/2020,29,,,,
Colusa County,11/3/2020,,,,,
Contra Costa County,11/3/2020,548,483,,,
Del Norte County,11/3/2020,30,29,,,
El Dorado County,11/3/2020,46,43,,,
Fresno County,11/3/2020,363,348,28,28,
Glenn County,11/3/2020,,,,,
Humboldt County,11/3/2020,74,45,15,,
Imperial County,11/3/2020,136,17,80,79,
Inyo County,11/3/2020,,,,,
Kern County,11/3/2020,,,15,15,
Kings County,11/3/2020,64,58,,,
Lake County,11/3/2020,,,,,
Lassen County,11/3/2020,,,,,
Los Angeles County,11/3/2020,4560,3380,651,651,
Madera County ,11/3/2020,23,,,,
Marin County ,11/3/2020,85,60,44,,
Mariposa County,11/3/2020,,,,,
Mendocino County,11/3/2020,,,,,
Merced County,11/3/2020,40,24,,,
Modoc County,11/3/2020,,,,,
Mono County,11/3/2020,,,,,
Monterey County,11/3/2020,133,87,108,15,
Napa County ,11/3/2020,111,99,18,12,
Nevada County ,11/3/2020,56,,,,
Orange County,11/3/2020,732,194,78,78,
Placer County,11/3/2020,68,61,12,12,
Plumas County,11/3/2020,,,,,
Riverside County,11/3/2020,259,259,15,15,
Sacramento County,11/3/2020,382,359,63,63,
San Benito County,11/3/2020,,,,,
San Bernardino County,11/3/2020,427,427,20,,20
San Diego County,11/3/2020,828,74,44,44,
San Francisco,11/3/2020,2731,2024,91,91,
San Joaquin County,11/3/2020,73,62,,,
San Luis Obispo County,11/3/2020,155,,14,14,
San Mateo County,11/3/2020,166,166,,,
Santa Barbara County,11/3/2020,95,55,,,
Santa Clara County,11/3/2020,837,562,105,12,
Santa Cruz County,11/3/2020,266,171,35,,12
Shasta County,11/3/2020,92,90,,,
Sierra County,11/3/2020,,,,,
Siskiyou County,11/3/2020,,,,,
Solano County,11/3/2020,126,113,,,
Sonoma County,11/3/2020,94,78,24,24,
Stanislaus County,11/3/2020,124,66,,,
Sutter County,11/3/2020,21,15,,,
Tehama County,11/3/2020,,,,,
Trinity County,11/3/2020,,,,,
Tulare County,11/3/2020,133,83,,,
Tuolumne County,11/3/2020,21,21,,,
Ventura County,11/3/2020,362,183,,,
Yolo County,11/3/2020,157,150,,,
Yuba County,11/3/2020,,,,,
Wilton Rancheria Tribe,11/3/2020,,,,,
Bishop Paiute Tribal Council,11/3/2020,,,,,
Alameda County,11/4/2020,973,771,91,91,
Alpine County,11/4/2020,,,,,
Amador County,11/4/2020,,,,,
Butte County,11/4/2020,108,108,,,
Calaveras County,11/4/2020,29,,,,
Colusa County,11/4/2020,,,,,
Contra Costa County,11/4/2020,548,483,,,
Del Norte County,11/4/2020,30,29,,,
El Dorado County,11/4/2020,46,43,,,
Fresno County,11/4/2020,363,348,28,28,
Glenn County,11/4/2020,,,,,
Humboldt County,11/4/2020,74,45,15,,
Imperial County,11/4/2020,136,17,80,79,
Inyo County,11/4/2020,,,,,
Kern County,11/4/2020,,,15,15,
Kings County,11/4/2020,64,58,,,
Lake County,11/4/2020,,,,,
Lassen County,11/4/2020,,,,,
Los Angeles County,11/4/2020,4561,3374,651,651,
Madera County ,11/4/2020,23,,,,
Marin County ,11/4/2020,85,50,44,,
Mariposa County,11/4/2020,,,,,
Mendocino County,11/4/2020,,,,,
Merced County,11/4/2020,40,24,,,
Modoc County,11/4/2020,,,,,
Mono County,11/4/2020,,,,,
Monterey County,11/4/2020,133,88,108,15,
Napa County ,11/4/2020,111,99,18,12,
Nevada County ,11/4/2020,56,,,,
Orange County,11/4/2020,732,185,78,78,
Placer County,11/4/2020,68,54,12,12,
Plumas County,11/4/2020,,,,,
Riverside County,11/4/2020,251,251,15,15,
Sacramento County,11/4/2020,382,359,63,63,
San Benito County,11/4/2020,,,,,
San Bernardino County,11/4/2020,427,427,20,,20
San Diego County,11/4/2020,828,74,44,44,
San Francisco,11/4/2020,2731,2024,91,91,
San Joaquin County,11/4/2020,73,62,,,
San Luis Obispo County,11/4/2020,155,,14,14,
San Mateo County,11/4/2020,166,166,,,
Santa Barbara County,11/4/2020,95,55,,,
Santa Clara County,11/4/2020,837,562,105,12,
Santa Cruz County,11/4/2020,266,175,35,,12
Shasta County,11/4/2020,92,90,,,
Sierra County,11/4/2020,,,,,
Siskiyou County,11/4/2020,,,,,
Solano County,11/4/2020,126,112,,,
Sonoma County,11/4/2020,94,78,24,24,
Stanislaus County,11/4/2020,124,66,,,
Sutter County,11/4/2020,21,15,,,
Tehama County,11/4/2020,,,,,
Trinity County,11/4/2020,,,,,
Tulare County,11/4/2020,133,83,,,
Tuolumne County,11/4/2020,21,21,,,
Ventura County,11/4/2020,362,183,,,
Yolo County,11/4/2020,157,149,,,
Yuba County,11/4/2020,,,,,
Wilton Rancheria Tribe,11/4/2020,,,,,
Bishop Paiute Tribal Council,11/4/2020,,,,,
Alameda County,11/5/2020,973,769,91,91,
Alpine County,11/5/2020,,,,,
Amador County,11/5/2020,,,,,
Butte County,11/5/2020,108,108,,,
Calaveras County,11/5/2020,29,,,,
Colusa County,11/5/2020,,,,,
Contra Costa County,11/5/2020,548,485,,,
Del Norte County,11/5/2020,30,29,,,
El Dorado County,11/5/2020,46,43,,,
Fresno County,11/5/2020,363,348,28,28,
Glenn County,11/5/2020,,,,,
Humboldt County,11/5/2020,74,45,15,,
Imperial County,11/5/2020,136,17,80,79,
Inyo County,11/5/2020,,,,,
Kern County,11/5/2020,,,15,15,
Kings County,11/5/2020,64,58,,,
Lake County,11/5/2020,,,,,
Lassen County,11/5/2020,,,,,
Los Angeles County,11/5/2020,4561,3359,651,651,
Madera County ,11/5/2020,23,,,,
Marin County ,11/5/2020,85,50,44,,
Mariposa County,11/5/2020,,,,,
Mendocino County,11/5/2020,,,,,
Merced County,11/5/2020,40,24,,,
Modoc County,11/5/2020,,,,,
Mono County,11/5/2020,,,,,
Monterey County,11/5/2020,133,88,108,15,
Napa County ,11/5/2020,111,99,18,12,
Nevada County ,11/5/2020,56,,,,
Orange County,11/5/2020,732,181,78,78,
Placer County,11/5/2020,68,54,12,12,
Plumas County,11/5/2020,,,,,
Riverside County,11/5/2020,250,250,15,15,
Sacramento County,11/5/2020,382,359,63,63,
San Benito County,11/5/2020,,,,,
San Bernardino County,11/5/2020,427,427,20,,20
San Diego County,11/5/2020,784,41,44,44,
San Francisco,11/5/2020,2731,2024,91,91,
San Joaquin County,11/5/2020,73,62,,,
San Luis Obispo County,11/5/2020,155,,14,14,
San Mateo County,11/5/2020,164,164,,,
Santa Barbara County,11/5/2020,95,55,,,
Santa Clara County,11/5/2020,837,562,105,12,
Santa Cruz County,11/5/2020,266,173,35,,12
Shasta County,11/5/2020,92,90,,,
Sierra County,11/5/2020,,,,,
Siskiyou County,11/5/2020,,,,,
Solano County,11/5/2020,126,112,,,
Sonoma County,11/5/2020,94,78,24,24,
Stanislaus County,11/5/2020,125,65,,,
Sutter County,11/5/2020,16,15,,,
Tehama County,11/5/2020,,,,,
Trinity County,11/5/2020,,,,,
Tulare County,11/5/2020,133,82,,,
